2.911508183694175365e-04,-1.479576279907145013e-02,0.000000000000000000e+00
2.911508183694175365e-04,-3.530198847215328724e-03,0.000000000000000000e+00
2.911508183694175365e-04,1.555614410133408614e-02,0.000000000000000000e+00
2.911508183694046887e-04,1.649264114341900123e-02,0.000000000000000000e+00
2.911508183694175365e-04,7.935538104453751865e-03,0.000000000000000000e+00
2.911508183694175365e-04,-1.545812620919108718e-02,0.000000000000000000e+00
2.911508183694175365e-04,-9.063141648093632832e-03,0.000000000000000000e+00
2.911508183694175365e-04,-1.175603446493145646e-02,0.000000000000000000e+00
2.911508183694175365e-04,4.613289195542920329e-02,0.000000000000000000e+00
2.911508183694175365e-04,-5.175721043843446029e-02,0.000000000000000000e+00
2.911508183694046887e-04,2.061559028110022951e-02,0.000000000000000000e+00
2.911508183694175365e-04,-5.837494138388021891e-03,0.000000000000000000e+00
2.911508183694175365e-04,4.778698117404964717e-03,0.000000000000000000e+00
2.911508183694175365e-04,9.579229160928163459e-04,0.000000000000000000e+00
2.911508183694175365e-04,-2.024238805466051921e-02,0.000000000000000000e+00
2.911508183694175365e-04,2.225889026582679800e-02,0.000000000000000000e+00
2.911508183694175365e-04,1.631544332516857382e-04,0.000000000000000000e+00
2.911508183694046887e-04,-1.633879751766991514e-03,0.000000000000000000e+00
2.911508183694175365e-04,6.826937248312137108e-02,0.000000000000000000e+00
2.911508183694175365e-04,-4.136338149865519120e-02,0.000000000000000000e+00
2.911508183694175365e-04,1.246572727433085948e-02,0.000000000000000000e+00
2.911508183694175365e-04,1.935064850250365828e-02,0.000000000000000000e+00
2.911508183694175365e-04,-4.510761827874953944e-02,0.000000000000000000e+00
2.911508183694046887e-04,3.363515193708328105e-02,0.000000000000000000e+00
2.911508183694175365e-04,3.119098150225657617e-02,0.000000000000000000e+00
2.911508183694304385e-04,-2.853771324435003948e-02,0.000000000000000000e+00
2.911508183694046887e-04,-4.377612077824886982e-02,0.000000000000000000e+00
2.911508183694046887e-04,5.962419532656165061e-02,0.000000000000000000e+00
2.911508183694304385e-04,-2.158623841836970411e-02,0.000000000000000000e+00
2.911508183694046887e-04,3.562266501695129928e-02,0.000000000000000000e+00
2.911508183694304385e-04,-8.351436853884870726e-02,0.000000000000000000e+00
2.911508183694046887e-04,5.965109814063083299e-02,0.000000000000000000e+00
2.911508183694304385e-04,-3.320788716939617607e-02,0.000000000000000000e+00
2.911508183694046887e-04,-6.988524846943265818e-03,0.000000000000000000e+00
2.911508183694046887e-04,3.615028386577078673e-02,0.000000000000000000e+00
2.911508183694304385e-04,3.580907987185494301e-02,0.000000000000000000e+00
2.911508183694046887e-04,5.897634263469887957e-03,0.000000000000000000e+00
2.911508183694304385e-04,-2.499619005723302187e-02,0.000000000000000000e+00
2.911508183694046887e-04,4.895090868805638921e-03,0.000000000000000000e+00
2.911508183694304385e-04,-3.497241410994834238e-02,0.000000000000000000e+00
2.911508183694046887e-04,5.081051180291562552e-02,0.000000000000000000e+00
2.911508183694046887e-04,-2.810377996511411597e-02,0.000000000000000000e+00
2.911508183694304385e-04,1.993618153238703450e-02,0.000000000000000000e+00
2.911508183694046887e-04,-1.833412705735092477e-02,0.000000000000000000e+00
2.911508183694304385e-04,2.729749907346488286e-02,0.000000000000000000e+00
2.911508183694046887e-04,1.671005884585044510e-02,0.000000000000000000e+00
2.911508183694046887e-04,-3.283290520177796490e-02,0.000000000000000000e+00
2.911508183694304385e-04,2.144760522122763843e-02,0.000000000000000000e+00
